Wall time,Step,Value
1587677384.327021,2270219,-0.5
1587677966.0271802,2275510,-0.53125
1587677966.8169272,2275563,-0.515625
1587677989.7002075,2275947,-0.34375
1587678665.594012,2281841,-0.5
1587678785.4477434,2282891,-0.390625
1587679083.875471,2286111,-0.328125
1587679130.8020005,2286593,-0.40625
1587679732.041693,2291681,-0.546875
1587679759.7472553,2291902,-0.5625
1587680026.204145,2294260,-0.421875
1587681146.301132,2304774,-0.4375
1587681313.2668383,2306683,-0.3125
1587681506.6137786,2308779,-0.359375
1587681516.888177,2308836,-0.40625
1587682455.2344015,2317470,-0.53125
1587682528.184888,2318022,-0.609375
1587682544.4311533,2318243,-0.53125
1587682725.5136514,2319881,-0.546875
1587682962.0928786,2321728,-0.46875
1587683473.734393,2325975,-0.484375
1587683925.1896865,2329570,-0.40625
1587684266.14183,2332510,-0.25
1587684504.1267884,2334780,-0.296875
1587684859.1937313,2338550,-0.421875
1587685352.1541967,2342966,-0.296875
1587685753.3605964,2347152,-0.375
1587686674.9921641,2355130,-0.5
1587686875.8998322,2356879,-0.53125
1587687086.8419151,2358782,-0.609375
1587687278.6513813,2360474,-0.453125
1587688083.483926,2367734,-0.375
1587688934.5338783,2374887,-0.5625
1587689105.3643613,2376501,-0.328125
1587689161.6040385,2377185,-0.421875
1587690429.00454,2388336,-0.453125
1587690564.7438016,2389726,-0.515625
1587691341.4544296,2397242,-0.375
1587692198.0466342,2404855,-0.515625
1587692720.178395,2409905,-0.328125
1587692929.002085,2412413,-0.484375
1587693034.2152333,2413346,-0.4375
1587693601.6168213,2418344,-0.390625
1587694765.143303,2429414,-0.578125
1587695846.5574832,2440395,-0.59375
1587696375.9036052,2446611,-0.5625
1587696834.5457268,2450457,-0.5625
1587697150.6843693,2453955,-0.5
1587697265.4232903,2455457,-0.65625
1587697351.7742515,2456130,-0.46875
1587697778.3463817,2460516,-0.484375
1587697900.251756,2461689,-0.59375
1587698007.350774,2462643,-0.484375
1587698181.381983,2465032,-0.515625
1587698372.1911356,2467624,-0.5
1587699610.5377965,2479418,-0.53125
1587700317.9439507,2485906,-0.453125
1587700651.2581954,2488695,-0.390625
1587700854.8270276,2490315,-0.359375
1587701055.402031,2492148,-0.40625
1587701228.2580395,2494218,-0.484375
1587703303.200194,2514222,-0.390625
1587703677.4017746,2517428,-0.3125
